order_id,order_date,ship_date,delivery_date,customer_id,region,state,city,sales_channel,payment_method,shipping_type,coupon_code,order_status,is_first_order,customer_order_number,order_gross_sales,item_discount_amount,coupon_discount_amount,order_net_sales,shipping_fee,tax_amount,order_total,order_cogs,order_gross_profit
O500130,2025-05-09,2025-05-12,2025-05-14,C100053,South,Florida,Tampa,Website,PayPal,Standard,,Delivered,True,1,42.82,0.0,0.0,42.82,5.99,3.57,52.38,21.82,21.0
O500131,2025-06-30,2025-07-04,2025-07-10,C100053,South,Florida,Tampa,Mobile App,Credit Card,Standard,,Delivered,False,2,224.06,0.0,0.0,224.06,0.0,18.71,242.77,125.8,98.26
O500132,2024-11-29,2024-12-01,2024-12-07,C100054,Midwest,Illinois,Chicago,Marketplace,Credit Card,Standard,VIP20,Delivered,True,1,522.94,62.75,13.81,446.38,0.0,32.63,479.01,340.03,106.35
O500133,2025-04-25,2025-04-29,2025-05-04,C100054,Midwest,Illinois,Chicago,Mobile App,PayPal,Standard,SUMMER10,Delivered,False,2,118.65,9.49,0.0,109.16,0.0,7.17,116.33,67.34,41.82
O500134,2024-05-25,2024-05-27,2024-05-31,C100055,Northeast,New Jersey,Newark,Marketplace,Credit Card,Standard,VIP20,Delivered,True,1,89.28,10.71,0.0,78.57,5.99,6.86,91.42,71.02,7.55
O500135,2024-07-07,2024-07-08,2024-07-11,C100055,Northeast,New Jersey,Newark,Mobile App,Credit Card,Standard,SPRING15,Delivered,False,2,205.44,17.28,9.41,178.75,0.0,10.95,189.7,112.74,66.01
O500136,2024-11-28,2024-12-01,2024-12-03,C100055,Northeast,New Jersey,Newark,Website,Apple Pay,Standard,SPRING15,Delivered,False,3,31.41,1.57,0.9,28.94,5.99,2.62,37.55,13.97,14.97
O500137,2024-09-15,2024-09-18,2024-09-21,C100056,Midwest,Illinois,Springfield,Mobile App,PayPal,Express,FREESHIP,Delivered,True,1,62.28,0.0,0.0,62.28,6.0,3.98,72.26,36.21,26.07
O500138,2025-01-08,2025-01-12,2025-01-18,C100056,Midwest,Illinois,Springfield,Website,Apple Pay,Express,SPRING15,Delivered,False,2,18.81,0.94,0.0,17.87,11.99,1.06,30.92,9.44,8.43
O500139,2024-03-14,2024-03-15,2024-03-21,C100057,South,North Carolina,Raleigh,Marketplace,PayPal,Express,SUMMER10,Delivered,True,1,34.17,1.71,0.97,31.49,11.99,2.65,46.13,21.95,9.54
O500140,2024-06-17,2024-06-19,2024-06-21,C100057,South,North Carolina,Raleigh,Mobile App,Apple Pay,Standard,,Delivered,False,2,327.12,15.25,0.0,311.87,0.0,18.78,330.65,199.71,112.16
O500141,2024-10-05,2024-10-07,2024-10-13,C100057,South,North Carolina,Raleigh,Mobile App,Credit Card,Standard,VIP20,Delivered,False,3,181.0,21.72,4.78,154.5,0.0,12.89,167.39,112.19,42.31
O500142,2024-06-11,2024-06-12,2024-06-17,C100058,South,North Carolina,Charlotte,Mobile App,Credit Card,Standard,,Delivered,True,1,61.8,0.0,0.0,61.8,5.99,3.93,71.72,33.95,27.85
O500143,2024-11-03,2024-11-07,2024-11-09,C100058,South,North Carolina,Charlotte,Website,Buy Now Pay Later,Standard,,Delivered,False,2,296.09,0.0,0.0,296.09,0.0,26.68,322.77,171.88,124.21
O500144,2025-01-06,2025-01-07,2025-01-10,C100060,South,North Carolina,Charlotte,Mobile App,Credit Card,Express,SPRING15,Delivered,True,1,255.91,22.89,0.0,233.02,6.0,21.19,260.21,125.8,107.22
O500145,2025-04-03,2025-04-04,2025-04-07,C100060,South,North Carolina,Charlotte,Website,PayPal,Standard,BF2024,Delivered,False,2,44.04,4.4,0.0,39.64,5.99,2.73,48.36,17.71,21.93
O500146,2024-04-01,2024-04-03,2024-04-06,C100061,South,Texas,Austin,Mobile App,Google Pay,Standard,,Delivered,True,1,62.17,0.0,0.0,62.17,5.99,4.08,72.24,38.98,23.19
O500147,2025-02-22,2025-02-24,2025-02-27,C100061,South,Texas,Austin,Marketplace,Google Pay,Express,FREESHIP,Delivered,False,2,23.52,0.0,0.0,23.52,6.0,1.94,31.46,12.28,11.24
O500148,2025-04-30,2025-05-04,2025-05-07,C100062,South,Georgia,Savannah,Website,Credit Card,Standard,SUMMER10,Delivered,True,1,455.69,31.79,12.72,411.18,0.0,30.53,441.71,275.97,135.21
O500149,2024-01-01,2024-01-02,2024-01-07,C100063,West,California,San Francisco,Marketplace,Apple Pay,Standard,,Delivered,True,1,303.6,0.0,0.0,303.6,0.0,16.98,320.58,140.66,162.94
O500150,2024-01-06,2024-01-07,2024-01-11,C100063,West,California,San Francisco,Website,PayPal,Express,,Delivered,False,2,226.22,10.26,0.0,215.96,6.0,17.65,239.61,125.99,89.97
O500151,2024-05-13,2024-05-17,2024-05-21,C100063,West,California,San Francisco,Mobile App,Buy Now Pay Later,Express,WELCOME10,Delivered,False,3,130.15,6.51,3.71,119.93,6.0,9.84,135.77,80.99,38.94
O500152,2024-06-18,2024-06-19,2024-06-22,C100063,West,California,San Francisco,Website,Credit Card,Standard,,Delivered,False,4,86.26,0.0,0.0,86.26,5.99,5.18,97.43,59.28,26.98
O500153,2024-06-24,2024-06-28,2024-06-30,C100063,West,California,San Francisco,Website,Google Pay,Express,VIP20,Delivered,False,5,22.79,2.73,1.0,19.06,11.99,1.08,32.13,12.82,6.24
O500154,2024-09-28,2024-09-30,2024-10-02,C100063,West,California,San Francisco,Website,Buy Now Pay Later,Same Day,BF2024,Delivered,False,6,298.5,29.85,8.06,260.59,13.0,21.34,294.93,186.14,74.45
O500155,2025-02-16,2025-02-19,2025-02-22,C100063,West,California,San Francisco,Mobile App,Google Pay,Standard,FREESHIP,Delivered,False,7,68.48,0.0,0.0,68.48,0.0,5.07,73.55,43.9,24.58
O500156,2025-05-18,2025-05-21,2025-05-24,C100064,Midwest,Michigan,Detroit,Website,Credit Card,Standard,VIP20,Delivered,True,1,426.54,51.18,0.0,375.36,0.0,31.42,406.78,284.71,90.65
O500157,2024-03-17,2024-03-20,2024-03-25,C100065,Northeast,New Jersey,Newark,Mobile App,Apple Pay,Standard,NEWYEAR10,Delivered,True,1,38.85,3.11,1.79,33.95,5.99,2.93,42.87,18.33,15.62
O500158,2024-10-22,2024-10-25,2024-10-30,C100065,Northeast,New Jersey,Newark,Website,Google Pay,Standard,,Delivered,False,2,85.86,0.0,0.0,85.86,5.99,6.43,98.28,43.31,42.55
O500159,2024-12-16,2024-12-18,2024-12-22,C100066,Midwest,Michigan,Detroit,Website,PayPal,Standard,FREESHIP,Delivered,True,1,649.05,18.4,0.0,630.65,0.0,41.57,672.22,420.76,209.89
O500160,2025-06-25,2025-06-26,2025-06-29,C100066,Midwest,Michigan,Detroit,Mobile App,Credit Card,Standard,SUMMER10,Delivered,False,2,196.77,10.76,5.58,180.43,0.0,16.51,196.94,125.71,54.72
O500161,2024-06-01,2024-06-03,2024-06-08,C100067,Midwest,Illinois,Springfield,Mobile App,Apple Pay,Standard,FREESHIP,Delivered,True,1,142.82,0.0,0.0,142.82,0.0,10.87,153.69,72.51,70.31
O500162,2024-08-12,2024-08-14,2024-08-19,C100067,Midwest,Illinois,Springfield,Website,Credit Card,Same Day,,Delivered,False,2,136.75,0.0,0.0,136.75,13.0,12.65,162.4,84.41,52.34
O500163,2025-03-03,2025-03-06,2025-03-10,C100067,Midwest,Illinois,Springfield,Website,PayPal,Standard,,Delivered,False,3,196.24,0.0,0.0,196.24,0.0,13.88,210.12,107.5,88.74
O500164,2025-04-26,2025-04-28,2025-05-02,C100067,Midwest,Illinois,Springfield,Website,Credit Card,Standard,FREESHIP,Delivered,False,4,71.26,0.0,0.0,71.26,0.0,4.48,75.74,42.36,28.9
O500165,2025-06-27,2025-06-28,2025-06-30,C100067,Midwest,Illinois,Springfield,Website,Buy Now Pay Later,Standard,SPRING15,Delivered,False,5,19.01,0.95,0.54,17.52,5.99,1.38,24.89,10.77,6.75
O500166,2025-01-30,2025-01-31,2025-02-03,C100068,West,Oregon,Salem,Website,Google Pay,Standard,WELCOME10,Delivered,True,1,148.91,11.91,4.11,132.89,0.0,9.33,142.22,103.82,29.07
O500167,2025-05-15,2025-05-19,2025-05-24,C100068,West,Oregon,Salem,Mobile App,Apple Pay,Standard,SPRING15,Delivered,False,2,158.57,14.75,0.0,143.82,0.0,11.56,155.38,67.53,76.29
O500168,2024-01-12,2024-01-13,2024-01-17,C100071,Northeast,Massachusetts,Boston,Website,Buy Now Pay Later,Standard,WELCOME10,Delivered,True,1,38.59,3.09,0.0,35.5,5.99,2.82,44.31,22.36,13.14
O500169,2024-01-14,2024-01-15,2024-01-18,C100071,Northeast,Massachusetts,Boston,Mobile App,Apple Pay,Standard,,Delivered,False,2,263.05,12.24,0.0,250.81,0.0,21.89,272.7,159.0,91.81
O500170,2024-06-06,2024-06-10,2024-06-16,C100071,Northeast,Massachusetts,Boston,Marketplace,Credit Card,Standard,,Delivered,False,3,40.92,0.0,0.0,40.92,5.99,3.26,50.17,30.54,10.38
O500171,2025-04-07,,,C100071,Northeast,Massachusetts,Boston,Marketplace,Google Pay,Standard,FREESHIP,Cancelled,False,4,86.99,0.0,0.0,0.0,0.0,0.0,0.0,42.84,0.0
O500172,2025-06-21,2025-06-23,2025-06-25,C100071,Northeast,Massachusetts,Boston,Marketplace,Credit Card,Express,FREESHIP,Delivered,False,5,153.5,0.0,0.0,153.5,6.0,9.76,169.26,108.89,44.61
O500173,2024-01-06,2024-01-07,2024-01-09,C100072,Northeast,Massachusetts,Cambridge,Website,PayPal,Standard,SPRING15,Delivered,True,1,220.15,13.58,6.2,200.37,0.0,15.53,215.9,136.93,63.44
O500174,2024-03-11,2024-03-15,2024-03-19,C100072,Northeast,Massachusetts,Cambridge,Marketplace,Google Pay,Express,SUMMER10,Delivered,False,2,19.74,1.58,0.54,17.62,11.99,1.39,31.0,12.23,5.39
O500175,2025-02-05,,,C100072,Northeast,Massachusetts,Cambridge,Mobile App,Apple Pay,Standard,SUMMER10,Cancelled,False,3,86.66,8.67,0.0,0.0,0.0,0.0,0.0,48.44,0.0
O500176,2024-02-29,2024-03-02,2024-03-05,C100073,South,Florida,Orlando,Mobile App,PayPal,Standard,VIP20,Delivered,True,1,478.58,57.43,12.63,408.52,0.0,35.64,444.16,306.7,101.82
O500177,2024-05-18,2024-05-22,2024-05-25,C100073,South,Florida,Orlando,Mobile App,Apple Pay,Standard,WELCOME10,Delivered,False,2,767.73,64.63,21.09,682.01,0.0,53.86,735.87,486.81,195.2
O500178,2024-08-17,2024-08-21,2024-08-25,C100073,South,Florida,Orlando,Website,Apple Pay,Standard,NEWYEAR10,Delivered,False,3,40.8,3.26,0.0,37.54,5.99,3.4,46.93,22.36,15.18
O500179,2025-04-01,2025-04-03,2025-04-06,C100073,South,Florida,Orlando,Marketplace,Credit Card,Standard,NEWYEAR10,Delivered,False,4,174.65,16.16,4.75,153.74,0.0,12.25,165.99,86.64,67.1
O500180,2024-03-09,2024-03-10,2024-03-15,C100074,South,Texas,Dallas,Mobile App,Credit Card,Standard,,Delivered,True,1,475.93,0.0,0.0,475.93,0.0,31.39,507.32,274.31,201.62
O500181,2024-12-17,2024-12-18,2024-12-20,C100074,South,Texas,Dallas,Marketplace,Credit Card,Standard,,Delivered,False,2,159.42,0.0,0.0,159.42,0.0,14.52,173.94,90.21,69.21
O500182,2025-03-20,2025-03-22,2025-03-26,C100074,South,Texas,Dallas,Website,Credit Card,Standard,SPRING15,Delivered,False,3,128.2,10.26,3.54,114.4,0.0,10.12,124.52,73.46,40.94
O500183,2024-09-13,,,C100075,Northeast,New York,Buffalo,Website,PayPal,Standard,VIP20,Cancelled,True,1,357.86,42.94,0.0,0.0,0.0,0.0,0.0,205.25,0.0
O500184,2024-09-22,2024-09-23,2024-09-26,C100076,Midwest,Illinois,Springfield,Marketplace,Credit Card,Standard,,Delivered,True,1,139.37,0.0,0.0,139.37,0.0,8.42,147.79,87.59,51.78
O500185,2025-04-25,2025-04-27,2025-04-30,C100077,South,Texas,Austin,Website,Google Pay,Express,SPRING15,Delivered,True,1,297.19,24.59,8.18,264.42,6.0,20.97,291.39,159.87,104.55
O500186,2024-07-20,2024-07-21,2024-07-23,C100078,West,Arizona,Tempe,Marketplace,Google Pay,Standard,SPRING15,Delivered,True,1,78.96,3.95,2.25,72.76,5.99,5.51,84.26,36.66,36.1
O500187,2024-09-07,2024-09-10,2024-09-13,C100078,West,Arizona,Tempe,Website,Credit Card,Standard,,Delivered,False,2,102.0,0.0,0.0,102.0,0.0,7.34,109.34,51.2,50.8
O500188,2024-12-29,2024-12-31,2025-01-03,C100079,Midwest,Ohio,Cleveland,Mobile App,Credit Card,Express,,Delivered,True,1,124.72,0.0,0.0,124.72,6.0,10.32,141.04,76.88,47.84
O500189,2024-10-19,2024-10-20,2024-10-23,C100080,South,Texas,Houston,Website,Apple Pay,Standard,FREESHIP,Delivered,True,1,472.82,0.0,0.0,472.82,0.0,41.99,514.81,240.16,232.66
O500190,2024-12-20,2024-12-23,2024-12-26,C100080,South,Texas,Houston,Website,PayPal,Standard,FREESHIP,Delivered,False,2,43.12,0.0,0.0,43.12,0.0,2.66,45.78,27.15,15.97
O500191,2025-01-02,,,C100080,South,Texas,Houston,Website,Buy Now Pay Later,Standard,FREESHIP,Cancelled,False,3,78.87,0.0,0.0,0.0,0.0,0.0,0.0,38.33,0.0
O500192,2025-01-28,2025-01-29,2025-02-02,C100080,South,Texas,Houston,Marketplace,Google Pay,Standard,,Delivered,False,4,41.16,2.06,0.0,39.1,5.99,2.5,47.59,24.22,14.88
O500193,2025-04-08,2025-04-10,2025-04-13,C100081,West,Oregon,Salem,Website,Buy Now Pay Later,Standard,,Delivered,True,1,277.31,0.0,0.0,277.31,0.0,15.78,293.09,152.24,125.07
O500194,2024-01-09,2024-01-13,2024-01-18,C100082,South,Georgia,Atlanta,Marketplace,Credit Card,Standard,WELCOME10,Delivered,True,1,260.92,23.27,7.13,230.52,0.0,15.08,245.6,150.02,80.5
O500195,2024-04-12,2024-04-14,2024-04-17,C100082,South,Georgia,Atlanta,Website,Credit Card,Standard,FREESHIP,Delivered,False,2,231.71,0.0,0.0,231.71,0.0,14.32,246.03,149.98,81.73
O500196,2024-04-17,2024-04-18,2024-04-21,C100082,South,Georgia,Atlanta,Website,Google Pay,Standard,SPRING15,Delivered,False,3,230.22,17.33,6.39,206.5,0.0,15.88,222.38,129.25,77.25
O500197,2024-06-10,2024-06-13,2024-06-15,C100082,South,Georgia,Atlanta,Marketplace,Google Pay,Standard,,Delivered,False,4,469.98,0.87,0.0,469.11,0.0,26.82,495.93,321.79,147.32
O500198,2024-07-31,2024-08-02,2024-08-06,C100082,South,Georgia,Atlanta,Marketplace,Buy Now Pay Later,Standard,BF2024,Delivered,False,5,52.43,5.24,1.42,45.77,5.99,3.26,55.02,20.47,25.3
O500199,2025-02-06,2025-02-09,2025-02-12,C100082,South,Georgia,Atlanta,Mobile App,PayPal,Express,SPRING15,Delivered,False,6,238.06,16.73,6.64,214.69,6.0,12.78,233.47,117.73,96.96
O500200,2024-10-26,2024-10-29,2024-11-03,C100083,South,Texas,Austin,Website,Google Pay,Standard,WELCOME10,Delivered,True,1,108.7,10.87,4.89,92.94,5.99,6.61,105.54,45.5,47.44
O500201,2024-12-31,2025-01-02,2025-01-05,C100083,South,Texas,Austin,Website,Credit Card,Standard,FREESHIP,Delivered,False,2,42.38,4.24,0.0,38.14,0.0,2.24,40.38,22.11,16.03
O500202,2024-04-16,2024-04-18,2024-04-22,C100084,West,Oregon,Salem,Mobile App,Google Pay,Standard,,Delivered,True,1,122.85,0.0,0.0,122.85,0.0,10.22,133.07,65.94,56.91
O500203,2024-08-18,2024-08-22,2024-08-25,C100084,West,Oregon,Salem,Mobile App,Apple Pay,Standard,SUMMER10,Delivered,False,2,243.07,22.63,6.61,213.83,0.0,15.63,229.46,143.7,70.13
O500204,2024-12-05,2024-12-07,2024-12-12,C100084,West,Oregon,Salem,Mobile App,Google Pay,Standard,VIP20,Delivered,False,3,64.46,7.74,0.0,56.72,5.99,4.38,67.09,28.65,28.07
O500205,2024-11-27,2024-11-28,2024-12-02,C100085,South,Texas,Dallas,Website,Credit Card,Standard,BF2024,Delivered,True,1,99.03,9.9,2.67,86.46,5.99,7.39,99.84,61.57,24.89
O500206,2024-04-24,2024-04-25,2024-04-29,C100086,Midwest,Illinois,Springfield,Mobile App,Apple Pay,Express,SPRING15,Delivered,True,1,338.58,29.42,9.27,299.89,6.0,27.82,333.71,231.11,68.78
O500207,2024-06-21,2024-06-22,2024-06-25,C100086,Midwest,Illinois,Springfield,Mobile App,Credit Card,Express,,Delivered,False,2,101.52,5.82,0.0,95.7,11.99,8.6,116.29,53.83,41.87
O500208,2025-01-27,2025-01-30,2025-02-04,C100086,Midwest,Illinois,Springfield,Website,Credit Card,Standard,,Delivered,False,3,76.55,5.99,0.0,70.56,5.99,6.41,82.96,37.13,33.43
O500209,2025-05-20,2025-05-23,2025-05-27,C100088,Northeast,New York,New York,Mobile App,Credit Card,Express,SUMMER10,Delivered,True,1,20.87,1.67,0.58,18.62,11.99,1.49,32.1,13.3,5.32
O500210,2024-01-17,2024-01-20,2024-01-22,C100089,Northeast,New Jersey,Jersey City,Mobile App,Buy Now Pay Later,Standard,WELCOME10,Delivered,True,1,65.85,5.27,0.0,60.58,5.99,5.02,71.59,20.63,39.95
O500211,2024-07-06,2024-07-08,2024-07-11,C100089,Northeast,New Jersey,Jersey City,Marketplace,Credit Card,Standard,BF2024,Delivered,False,2,88.27,8.83,3.97,75.47,5.99,6.46,87.92,59.28,16.19
O500212,2024-11-08,2024-11-09,2024-11-13,C100089,Northeast,New Jersey,Jersey City,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,3,98.72,7.9,2.72,88.1,5.99,4.88,98.97,61.57,26.53
O500213,2025-06-03,2025-06-05,2025-06-08,C100089,Northeast,New Jersey,Jersey City,Website,Apple Pay,Standard,NEWYEAR10,Delivered,False,4,121.08,12.11,0.0,108.97,0.0,7.16,116.13,80.9,28.07
O500214,2025-01-28,2025-01-29,2025-02-03,C100090,West,California,San Francisco,Website,Apple Pay,Standard,WELCOME10,Delivered,True,1,110.1,8.37,0.0,101.73,0.0,6.97,108.7,62.08,39.65
O500215,2025-02-22,2025-02-24,2025-02-26,C100090,West,California,San Francisco,Website,Apple Pay,Standard,SPRING15,Delivered,False,2,41.31,3.3,0.0,38.01,5.99,2.87,46.87,19.16,18.85
O500216,2025-03-31,2025-04-03,2025-04-06,C100090,West,California,San Francisco,Website,Credit Card,Standard,FREESHIP,Delivered,False,3,269.54,0.0,0.0,269.54,0.0,15.1,284.64,164.52,105.02
O500217,2024-04-02,2024-04-04,2024-04-08,C100091,West,Washington,Seattle,Marketplace,Google Pay,Express,SUMMER10,Delivered,True,1,294.8,23.58,0.0,271.22,6.0,16.07,293.29,214.8,56.42
O500218,2025-03-21,2025-03-22,2025-03-25,C100091,West,Washington,Seattle,Website,Apple Pay,Express,,Delivered,False,2,91.01,0.0,0.0,91.01,11.99,5.36,108.36,60.95,30.06
O500219,2025-05-30,2025-06-01,2025-06-05,C100092,South,Texas,San Antonio,Website,Apple Pay,Express,,Delivered,True,1,65.44,0.0,0.0,65.44,11.99,5.85,83.28,38.56,26.88
O500220,2024-09-18,2024-09-19,2024-09-22,C100093,South,Florida,Tampa,Mobile App,Apple Pay,Same Day,SUMMER10,Delivered,True,1,359.31,29.18,16.51,313.62,13.0,24.34,350.96,199.71,113.91
O500221,2024-04-16,2024-04-18,2024-04-20,C100094,Midwest,Illinois,Chicago,Website,Credit Card,Standard,SUMMER10,Delivered,True,1,405.14,32.52,0.0,372.62,0.0,28.06,400.68,208.38,164.24
O500222,2024-05-11,2024-05-14,2024-05-18,C100094,Midwest,Illinois,Chicago,Website,Credit Card,Standard,BF2024,Delivered,False,2,44.64,4.46,1.21,38.97,5.99,2.9,47.86,28.74,10.23
O500223,2024-05-12,2024-05-13,2024-05-16,C100094,Midwest,Illinois,Chicago,Website,Apple Pay,Standard,SUMMER10,Delivered,False,3,132.17,12.85,0.0,119.32,0.0,8.35,127.67,73.83,45.49
O500224,2025-06-20,2025-06-22,2025-06-28,C100094,Midwest,Illinois,Chicago,Mobile App,Credit Card,Express,FREESHIP,Delivered,False,4,78.9,0.0,0.0,78.9,6.0,5.25,90.15,49.62,29.28
O500225,2025-06-04,2025-06-07,2025-06-10,C100095,South,Florida,Orlando,Marketplace,Credit Card,Standard,FREESHIP,Delivered,True,1,198.38,0.0,0.0,198.38,0.0,13.8,212.18,112.69,85.69
O500226,2024-10-01,2024-10-04,2024-10-06,C100096,South,Texas,Austin,Website,Credit Card,Standard,FREESHIP,Delivered,True,1,402.72,0.0,0.0,402.72,0.0,33.99,436.71,252.94,149.78
O500227,2024-10-14,2024-10-16,2024-10-22,C100096,South,Texas,Austin,Mobile App,Credit Card,Express,,Delivered,False,2,138.91,0.0,0.0,138.91,6.0,11.78,156.69,84.34,54.57
O500228,2024-11-10,2024-11-12,2024-11-17,C100098,West,Colorado,Boulder,Website,Credit Card,Same Day,BF2024,Delivered,True,1,117.68,11.77,0.0,105.91,13.0,7.65,126.56,64.08,41.83
O500229,2025-05-17,2025-05-18,2025-05-20,C100098,West,Colorado,Boulder,Website,Credit Card,Standard,SPRING15,Delivered,False,2,335.55,29.32,9.19,297.04,0.0,25.96,323.0,214.89,82.15
O500230,2024-03-16,2024-03-17,2024-03-23,C100099,Northeast,New York,New York,Marketplace,Apple Pay,Express,WELCOME10,Delivered,True,1,303.28,24.26,8.37,270.65,6.0,19.38,296.03,182.11,88.54
O500231,2025-04-29,2025-04-30,2025-05-03,C100099,Northeast,New York,New York,Website,Credit Card,Express,,Delivered,False,2,130.35,6.07,0.0,124.28,6.0,9.93,140.21,45.72,78.56
O500232,2025-06-08,2025-06-10,2025-06-14,C100099,Northeast,New York,New York,Website,Buy Now Pay Later,Standard,WELCOME10,Delivered,False,3,79.44,3.97,2.26,73.21,5.99,4.72,83.92,38.33,34.88
O500233,2024-02-21,2024-02-24,2024-03-01,C100100,Northeast,New York,New York,Website,Credit Card,Standard,,Delivered,True,1,183.48,0.0,0.0,183.48,0.0,14.66,198.14,126.68,56.8
O500234,2024-08-19,2024-08-20,2024-08-23,C100100,Northeast,New York,New York,Website,PayPal,Standard,,Delivered,False,2,74.49,0.0,0.0,74.49,5.99,5.41,85.89,42.36,32.13
O500235,2024-12-26,2024-12-30,2025-01-03,C100100,Northeast,New York,New York,Website,Buy Now Pay Later,Standard,BF2024,Delivered,False,3,221.97,22.19,5.99,193.79,0.0,11.68,205.47,151.5,42.29
O500236,2025-02-26,2025-02-27,2025-03-03,C100100,Northeast,New York,New York,Mobile App,Credit Card,Standard,SPRING15,Delivered,False,4,220.86,20.35,6.02,194.49,0.0,11.39,205.88,149.88,44.61
O500237,2025-03-01,2025-03-04,2025-03-08,C100100,Northeast,New York,New York,Mobile App,Credit Card,Standard,,Delivered,False,5,32.48,0.0,0.0,32.48,5.99,2.34,40.81,19.28,13.2
O500238,2024-01-05,2024-01-07,2024-01-09,C100101,South,Texas,San Antonio,Mobile App,Credit Card,Standard,,Delivered,True,1,242.74,0.0,0.0,242.74,0.0,15.78,258.52,135.23,107.51
O500239,2024-05-03,2024-05-06,2024-05-12,C100101,South,Texas,San Antonio,Website,Credit Card,Standard,SPRING15,Delivered,False,2,193.73,17.72,5.28,170.73,0.0,9.87,180.6,116.94,53.79
O500240,2024-12-31,2025-01-02,2025-01-04,C100101,South,Texas,San Antonio,Mobile App,Google Pay,Standard,FREESHIP,Delivered,False,3,120.18,0.0,0.0,120.18,0.0,8.78,128.96,69.04,51.14
O500241,2025-01-31,2025-02-03,2025-02-07,C100101,South,Texas,San Antonio,Marketplace,Credit Card,Standard,,Delivered,False,4,106.01,0.0,0.0,106.01,0.0,9.49,115.5,73.21,32.8
O500242,2024-07-16,2024-07-20,2024-07-23,C100102,South,Texas,Austin,Mobile App,Credit Card,Standard,WELCOME10,Delivered,True,1,47.22,2.36,2.24,42.62,5.99,3.04,51.65,24.56,18.06
O500243,2024-07-22,2024-07-25,2024-07-31,C100102,South,Texas,Austin,Website,Apple Pay,Standard,BF2024,Delivered,False,2,146.71,14.67,0.0,132.04,0.0,11.41,143.45,98.34,33.7
O500244,2024-10-20,2024-10-22,2024-10-26,C100102,South,Texas,Austin,Website,Google Pay,Standard,NEWYEAR10,Delivered,False,3,211.5,21.15,9.52,180.83,0.0,12.01,192.84,142.38,38.45
O500245,2024-11-12,2024-11-13,2024-11-17,C100102,South,Texas,Austin,Website,Google Pay,Standard,SPRING15,Delivered,False,4,77.99,6.24,3.59,68.16,5.99,4.44,78.59,46.79,21.37
O500246,2025-05-06,2025-05-08,2025-05-10,C100102,South,Texas,Austin,Website,Buy Now Pay Later,Same Day,,Delivered,False,5,43.53,2.18,0.0,41.35,18.99,3.5,63.84,17.71,23.64
O500247,2024-10-06,2024-10-08,2024-10-14,C100103,South,North Carolina,Raleigh,Mobile App,Apple Pay,Standard,BF2024,Delivered,True,1,233.37,23.33,6.3,203.74,0.0,17.24,220.98,134.69,69.05
O500248,2024-10-07,2024-10-10,2024-10-15,C100103,South,North Carolina,Raleigh,Website,Credit Card,Standard,,Delivered,False,2,32.24,0.0,0.0,32.24,5.99,2.91,41.14,13.97,18.27
O500249,2024-09-28,2024-09-29,2024-10-01,C100104,West,Arizona,Phoenix,Mobile App,Credit Card,Express,SUMMER10,Delivered,True,1,243.89,20.78,6.69,216.42,6.0,13.94,236.36,117.2,99.22
O500250,2025-03-26,2025-03-29,2025-04-02,C100104,West,Arizona,Phoenix,Marketplace,Credit Card,Standard,,Delivered,False,2,77.84,0.0,0.0,77.84,5.99,7.01,90.84,57.07,20.77
O500251,2025-04-01,,,C100104,West,Arizona,Phoenix,Mobile App,Credit Card,Express,,Cancelled,False,3,42.58,0.0,0.0,0.0,0.0,0.0,0.0,22.11,0.0
